"vot"
72
77
46
88
45
99
98
67
83
55
42
71
83
64
69
77
77
60
41
54
79
72
57
76
76
51
70
31
89
96
67
55
36
80
56
90
95
85
49
30
47
70
74
81
56
75
91
60
74
49
34
61
63
72
77
30
39
51
58
87
65
107
45
46
54
35
37
77
63
48
45
78
61
50
31
43
52
53
69
27
71
31
75
99
34
50
53
44
63
44
38
57
61
29
71
73
89
48
55
54
52
58
57
63
61
74
56
31
80
80
48
68
52
65
33
23
81
77
51
36
62
51
33
48
50
95
82
71
69
40
76
35
56
89
58
101
60
90
58
68
43
105
81
54
48
73
72
63
42
49
56
69
61
39
67
64
25
32
80
84
39
60
67
54
84
74
25
17
73
55
86
13
92
85
37
32
41
69
85
40
35
33
42
23
78
43
11
77
50
17
12
51
15
39
57
36
74
28
82
44
83
43
71
56
36
19
16
28
110
70
49
73
98
44
54
33
92
67
31
33
66
36
82
52
48
66
81
47
15
24
102
43
75
49
99
58
31
52
99
26
24
60
52
16
69
15
107
50
40
64
42
96
25
46
75
75
107
20
29
53
68
73
39
73
47
75
91
93
60
57
106
61
95
81
26
61
69
38
64
76
68
48
84
52
82
30
91
53
84
39
60
87
63
31
65
79
52
44
36
57
41
41
30
37
45
75
70
43
32
43
36
17
49
35
62
74
67
57
25
67
75
65
66
56
10
63
53
70
15
44
49
69
81
64
43
48
55
46
72
61
39
34
59
76
74
41
41
78
31
31
49
60
108
39
88
56
36
56
40
52
47
50
34
50
42
73
59
52
69
101
75
59
87
66
95
85
70
102
71
112
80
44
64
64
40
93
70
61
50
51
73
42
38
115
64
68
95
37
56
98
41
46
95
50
67
65
71
60
49
82
66
102
41
49
54
68
63
50
107
38
99
52
71
60
86
58
16
104
65
80
77
72
66
94
34
69
49
36
37
81
96
40
57
73
56
48
82
58
90
71
51
102
53
99
59
66
41
46
83
22
53
21
109
32
51
81
109
76
93
43
64
87
47
70
89
44
76
105
88
106
106
32
56
109
50
51
31
33
23
116
96
75
32
59
93
112
58
57
63
112
96
113
92
83
56
96
74
76
72
99
59
92
114
64
