"vot"
25
23
25
26
30
27
41
33
17
17
27
27
19
20
45
30
16
54
39
33
36
15
32
27
28
38
33
38
35
27
64
25
71
35
45
30
16
26
33
33
11
16
35
14
22
17
21
38
29
15
62
25
29
24
34
10
26
41
18
30
29
23
34
34
34
52
27
28
30
27
30
23
35
25
17
36
25
62
27
27
30
66
26
31
34
19
30
29
45
29
13
10
31
13
28
24
52
19
40
32
26
25
69
29
27
32
31
35
33
27
34
37
34
25
73
40
35
42
30
55
31
35
29
24
37
20
33
34
