"vot"
26
33
50
49
27
34
25
11
27
29
29
32
35
50
28
25
24
30
31
34
23
13
37
42
45
23
23
23
43
32
24
36
35
41
30
27
16
21
33
37
27
24
37
26
34
27
52
26
30
30
25
26
61
29
21
44
32
23
34
25
25
24
23
44
24
19
22
32
24
18
27
36
38
30
23
21
23
23
23
15
27
19
20
25
54
50
27
18
23
18
33
23
38
26
27
23
15
25
26
25
27
26
21
18
22
46
20
22
29
25
24
22
18
23
24
24
11
18
16
14
35
31
31
24
19
30
37
24
25
18
19
23
22
29
26
32
20
18
16
17
23
34
37
27
26
25
31
29
39
24
38
15
44
30
30
24
37
65
36
27
23
40
19
25
24
33
22
51
18
26
36
31
27
23
25
17
20
33
16
16
25
45
15
29
32
35
23
27
29
21
67
20
27
32
30
34
23
15
24
15
20
32
20
19
29
21
19
29
52
25
18
23
18
18
33
21
26
17
22
19
18
20
34
11
26
20
44
18
52
10
34
46
21
30
39
36
19
27
22
27
33
32
50
42
32
38
45
29
29
21
41
33
54
28
47
34
42
32
19
24
14
50
47
30
26
30
31
23
18
26
35
71
27
28
29
30
27
29
18
19
32
38
46
43
41
32
31
31
42
27
28
24
64
45
23
37
23
35
19
37
37
52
23
33
27
24
45
57
36
28
20
21
34
64
35
30
39
49
41
56
25
48
34
35
26
63
34
35
33
51
37
49
15
51
26
28
48
29
20
16
38
70
10
18
34
69
27
15
16
22
29
39
29
26
21
17
22
16
25
19
21
19
25
22
10
37
17
23
35
25
17
22
15
20
16
20
25
29
51
16
28
11
38
21
14
39
47
36
11
30
19
28
31
16
49
35
23
23
26
18
22
17
37
30
16
19
23
15
12
13
22
16
30
39
17
18
21
29
16
20
35
14
37
13
19
38
15
40
26
15
14
19
29
60
28
52
29
64
21
18
47
18
20
29
32
31
18
24
26
51
20
27
18
15
14
19
38
30
22
18
23
22
30
10
14
24
27
20
24
34
29
49
22
23
23
38
41
38
32
24
41
45
42
29
27
19
33
29
18
66
31
45
21
34
32
14
28
12
32
23
14
39
27
39
31
52
22
26
30
33
48
34
34
58
34
22
55
53
41
34
34
32
29
23
43
21
34
23
23
22
44
25
20
30
28
25
16
71
30
21
17
72
65
25
26
25
34
27
20
20
32
25
15
30
26
32
28
21
19
20
25
19
24
24
44
52
58
18
22
40
30
29
33
27
29
30
10
24
34
28
13
20
29
28
32
34
19
24
25
20
12
25
16
16
22
38
23
32
28
24
31
20
17
23
25
38
22
25
24
26
12
20
19
30
23
26
18
18
25
17
34
24
25
16
26
16
30
22
20
12
31
23
24
34
25
24
67
13
15
21
17
25
23
19
21
17
20
14
21
22
19
16
24
13
10
21
36
24
48
28
35
30
49
26
23
12
27
11
23
34
50
18
63
24
26
20
23
23
15
40
17
28
21
33
25
34
25
27
36
30
29
25
25
28
30
55
10
26
43
37
70
18
21
22
25
29
33
36
34
27
29
29
51
17
21
22
19
19
23
41
26
19
19
23
21
31
34
26
19
25
28
17
14
20
14
18
22
21
13
26
16
28
32
30
17
20
26
22
40
17
25
32
19
23
43
15
24
20
20
14
15
14
13
23
36
34
23
31
31
31
28
23
24
32
29
21
27
22
28
24
37
31
30
23
37
29
38
26
13
23
23
31
29
30
47
23
17
34
55
50
11
27
17
37
28
18
35
27
29
29
36
23
31
28
30
37
27
31
29
26
17
19
25
25
29
23
26
17
50
54
24
53
27
13
22
18
11
40
34
14
36
14
16
26
31
27
22
26
35
20
36
31
14
42
17
38
29
57
33
12
34
23
34
35
17
32
27
28
27
24
30
21
68
47
19
21
23
56
20
37
19
30
25
35
22
28
26
27
18
29
25
29
23
25
29
29
15
10
29
25
34
27
27
44
23
69
23
24
23
31
27
28
35
62
40
18
27
19
38
30
23
32
28
35
22
34
30
32
39
45
31
45
61
39
14
31
24
36
39
26
25
23
31
31
16
28
38
34
38
35
28
49
40
21
49
26
24
53
34
49
28
36
25
34
32
27
25
10
16
69
35
44
12
26
19
21
26
19
19
25
20
24
22
20
17
37
35
26
14
14
17
33
15
18
19
