speaker,language,clip,phone,vot_ms
VF22A,C,0,g,33.0
VF22A,C,1,k,91.99999999999999
VF22A,C,10,k,127.0
VF22A,C,100,g,31.0
VF22A,C,101,g,85.0
VF22A,C,11,g,28.999999999999996
VF22A,C,12,g,22.000000000000007
VF22A,C,13,g,25.999999999999996
VF22A,C,14,g,30.0
VF22A,C,15,k,71.0
VF22A,C,16,k,66.0
VF22A,C,17,k,52.00000000000001
VF22A,C,18,k,61.999999999999986
VF22A,C,19,k,72.99999999999999
VF22A,C,2,g,5.000000000000004
VF22A,C,20,k,50.0
VF22A,C,21,g,17.0
VF22A,C,22,k,60.0
VF22A,C,23,k,102.0
VF22A,C,24,g,33.0
VF22A,C,25,g,36.00000000000001
VF22A,C,26,g,25.999999999999996
VF22A,C,27,k,106.0
VF22A,C,28,g,27.999999999999996
VF22A,C,29,k,108.0
VF22A,C,3,g,21.999999999999993
VF22A,C,30,g,23.999999999999993
VF22A,C,31,g,5.000000000000004
VF22A,C,32,g,29.00000000000001
VF22A,C,33,g,32.0
VF22A,C,34,g,24.999999999999993
VF22A,C,35,g,4.99999999999999
VF22A,C,36,g,27.999999999999996
VF22A,C,37,g,23.0
VF22A,C,38,g,19.99999999999999
VF22A,C,39,g,37.99999999999999
VF22A,C,4,g,27.999999999999996
VF22A,C,40,g,18.000000000000004
VF22A,C,41,gw,45.0
VF22A,C,42,g,30.0
VF22A,C,43,g,45.00000000000001
VF22A,C,44,g,38.99999999999999
VF22A,C,45,g,23.999999999999993
VF22A,C,46,g,32.0
VF22A,C,47,g,27.00000000000001
VF22A,C,48,k,75.00000000000001
VF22A,C,49,g,22.000000000000007
VF22A,C,5,g,40.99999999999999
VF22A,C,50,g,26.999999999999996
VF22A,C,51,g,31.0
VF22A,C,52,g,56.99999999999999
VF22A,C,53,g,26.999999999999996
VF22A,C,54,g,35.0
VF22A,C,55,g,31.0
VF22A,C,56,g,5.000000000000004
VF22A,C,57,g,115.99999999999999
VF22A,C,58,g,25.000000000000007
VF22A,C,59,g,22.999999999999993
VF22A,C,6,g,5.000000000000004
VF22A,C,60,k,60.0
VF22A,C,61,g,34.0
VF22A,C,62,g,39.00000000000001
VF22A,C,63,g,34.0
VF22A,C,64,g,95.0
VF22A,C,65,g,44.0
VF22A,C,66,g,38.00000000000001
VF22A,C,67,g,37.00000000000001
VF22A,C,68,g,24.999999999999993
VF22A,C,69,g,28.999999999999996
VF22A,C,7,g,24.999999999999993
VF22A,C,70,k,5.000000000000004
VF22A,C,71,g,41.99999999999999
VF22A,C,72,k,51.00000000000001
VF22A,C,73,g,32.99999999999999
VF22A,C,74,g,25.999999999999996
VF22A,C,75,g,86.0
VF22A,C,76,g,24.999999999999993
VF22A,C,77,g,24.999999999999993
VF22A,C,78,g,27.999999999999996
VF22A,C,79,g,8.000000000000007
VF22A,C,8,g,33.99999999999999
VF22A,C,80,g,5.000000000000004
VF22A,C,81,g,30.0
VF22A,C,82,g,30.0
VF22A,C,83,g,32.0
VF22A,C,84,g,27.999999999999996
VF22A,C,85,g,36.00000000000001
VF22A,C,86,g,33.0
VF22A,C,87,g,29.00000000000001
VF22A,C,88,g,33.0
VF22A,C,89,g,27.999999999999996
VF22A,C,9,g,17.0
VF22A,C,90,g,28.999999999999996
VF22A,C,91,g,26.999999999999996
VF22A,C,92,g,34.0
VF22A,C,93,g,26.00000000000001
VF22A,C,94,g,4.99999999999999
VF22A,C,95,gw,30.0
VF22A,C,96,k,54.00000000000001
VF22A,C,97,k,49.000000000000014
VF22A,C,98,g,28.999999999999996
VF22A,C,99,g,23.999999999999993
VF22A,E,0,G,4.99999999999999
VF22A,E,1,K,101.0
VF22A,E,10,K,77.00000000000001
VF22A,E,11,K,70.0
VF22A,E,12,K,100.99999999999999
VF22A,E,13,K,83.99999999999999
VF22A,E,14,K,91.00000000000001
VF22A,E,15,K,5.000000000000004
VF22A,E,16,K,51.99999999999999
VF22A,E,17,K,59.000000000000014
VF22A,E,18,K,40.0
VF22A,E,19,G,35.0
VF22A,E,2,G,25.999999999999996
VF22A,E,20,G,5.000000000000004
VF22A,E,21,G,4.999999999999997
VF22A,E,22,K,28.999999999999996
VF22A,E,23,G,5.000000000000004
VF22A,E,24,G,62.999999999999986
VF22A,E,25,K,78.00000000000001
VF22A,E,26,K,87.00000000000001
VF22A,E,27,K,5.000000000000004
VF22A,E,28,K,86.0
VF22A,E,29,G,33.999999999999986
VF22A,E,3,K,91.99999999999999
VF22A,E,30,K,84.0
VF22A,E,31,G,35.0
VF22A,E,32,G,33.0
VF22A,E,33,G,51.0
VF22A,E,34,G,37.00000000000001
VF22A,E,35,K,5.000000000000004
VF22A,E,36,G,49.0
VF22A,E,37,G,15.0
VF22A,E,38,G,5.000000000000004
VF22A,E,39,K,83.0
VF22A,E,4,G,51.0
VF22A,E,40,K,45.0
VF22A,E,41,G,26.00000000000001
VF22A,E,42,K,41.99999999999999
VF22A,E,43,K,40.99999999999999
VF22A,E,44,G,27.999999999999996
VF22A,E,45,K,121.0
VF22A,E,46,K,43.00000000000001
VF22A,E,47,K,84.0
VF22A,E,48,G,48.0
VF22A,E,49,G,29.000000000000004
VF22A,E,5,K,93.0
VF22A,E,50,K,98.99999999999999
VF22A,E,51,G,20.000000000000004
VF22A,E,52,K,104.00000000000001
VF22A,E,53,K,96.0
VF22A,E,54,K,51.0
VF22A,E,55,K,103.00000000000001
VF22A,E,56,K,74.99999999999999
VF22A,E,57,K,81.00000000000001
VF22A,E,58,K,37.99999999999999
VF22A,E,59,K,70.0
VF22A,E,6,G,16.0
VF22A,E,60,K,98.0
VF22A,E,61,K,36.0
VF22A,E,62,K,106.00000000000001
VF22A,E,63,K,80.99999999999999
VF22A,E,64,K,5.000000000000004
VF22A,E,65,K,68.99999999999999
VF22A,E,66,K,137.0
VF22A,E,7,K,105.0
VF22A,E,8,K,82.0
VF22A,E,9,K,112.0
