phone,minTime,maxTime,k total,kw total,g total,gw total
K,20.445,20.535,,,,
K,25.847,25.977,,,,
G,27.127,27.197,,,,
K,56.158,56.268,,,,
K,63.19,63.34,,,,
K,65.556,65.646,,,,
K,68.274,68.384,,,,
K,86.79,86.91,,,,
G,89.89,89.95,,,,
K,93.703,93.773,,,,
G,99.534,99.594,,,,
G,104.423,104.493,,,,
K,106.283,106.403,,,,
K,110.624,110.694,,,,
G,118.524,118.614,,,,
G,137.926,137.986,,,,
G,143.492,143.552,,,,
K,148.262,148.422,,,,
K,157.274,157.364,,,,
G,161.146,161.216,,,,
K,161.446,161.606,,,,
G,169.13,169.19,,,,
G,169.95,170.03,,,,
G,180.936,181.006,,,,
G,181.696,181.756,,,,
K,192.856,192.936,,,,
G,197.902,197.972,,,,
K,198.182,198.282,,,,
G,205.872,205.932,,,,
K,211.288,211.338,,,,
G,215.756,215.826,,,,
K,245.636,245.736,,,,
K,252.974,253.094,,,,
K,254.124,254.154,,,,
K,257.126,257.236,,,,
G,269.154,269.204,,,,
K,270.204,270.314,,,,
K,271.014,271.104,,,,
K,272.454,272.504,,,,
G,273.144,273.214,,,,
K,291.636,291.726,,,,
K,301.28,301.34,,,,
K,305.56,305.68,,,,
K,307.392,307.532,,,,
K,313.593,313.673,,,,
K,336.798,336.908,,,,
K,340.788,340.858,,,,
K,344.891,344.971,,,,
K,348.001,348.111,,,,
K,355.94,355.97,,,,
K,356.03,356.16,,,,
K,375.815,375.895,,,,
K,404.108,404.208,,,,
G,407.868,407.928,,,,
K,408.478,408.578,,,,
G,416.65,416.72,,,,
K,418.26,418.34,,,,
K,424.706,424.806,,,,
G,431.884,431.984,,,,
G,435.224,435.294,,,,
K,486.264,486.314,,,,
K,498.012,498.092,,,,
K,513.506,513.566,,,,
K,534.528,534.558,,,,
K,535.598,535.638,,,,
K,546.366,546.396,,,,
K,550.774,550.844,,,,
K,554.364,554.454,,,,
K,563.503,563.583,,,,
K,592.449,592.549,,,,
K,594.559,594.649,,,,
K,600.532,600.622,,,,
K,602.012,602.132,,,,
K,609.735,609.885,,,,
K,628.814,628.894,,,,
K,632.844,632.924,,,,
G,633.014,633.074,,,,
K,633.904,633.984,,,,
K,635.582,635.642,,,,
K,639.426,639.486,,,,
K,639.556,639.666,,,,
K,648.043,648.073,,,,
K,648.143,648.223,,,,
K,649.523,649.613,,,,
K,650.173,650.263,,,,
G,650.563,650.623,,,,
K,650.923,651.003,,,,
K,662.79,662.87,,,,
K,667.92,668.05,,,,
K,669.11,669.18,,,,
K,670.62,670.71,,,,
K,699.703,699.733,,,,
G,704.091,704.221,,,,
K,705.771,705.881,,,,
K,708.035,708.185,,,,
K,709.115,709.175,,,,
G,713.946,713.976,,,,
