phone,minTime,maxTime,k total,kw total,g total,gw total
G,36.28,36.38,,,,
G,39.206,39.306,,,,
G,50.298,50.628,,,,
K,66.172,66.342,,,,
G,69.961,70.061,,,,
K,147.651,147.841,,,,
K,158.8,158.99,,,,
G,166.848,166.978,,,,
G,168.936,169.036,,,,
G,169.766,169.846,,,,
G,203.61,203.7,,,,
G,255.838,255.908,,,,
K,282.664,282.774,,,,
K,305.221,305.341,,,,
K,313.681,313.801,,,,
K,330.015,330.085,,,,
K,331.505,331.615,,,,
K,334.435,334.575,,,,
K,347.778,347.948,,,,
K,380.592,380.682,,,,
K,429.484,429.584,,,,
K,435.446,435.546,,,,
K,456.005,456.145,,,,
G,465.166,465.266,,,,
K,478.19,478.24,,,,
K,539.79,539.97,,,,
K,559.926,560.046,,,,
K,565.192,565.342,,,,
K,574.954,574.984,,,,
K,575.695,575.785,,,,
G,584.092,584.172,,,,
G,588.712,588.832,,,,
K,589.192,589.282,,,,
K,625.287,625.357,,,,
K,631.199,631.309,,,,
G,633.543,633.623,,,,
K,639.409,639.519,,,,
K,646.573,646.663,,,,
K,692.114,692.224,,,,
K,695.108,695.208,,,,
K,696.158,696.268,,,,
K,703.489,703.609,,,,
K,708.143,708.243,,,,
K,725.758,725.868,,,,
K,746.968,747.138,,,,
K,822.13,822.28,,,,
K,857.514,857.634,,,,
K,865.976,866.076,,,,
G,911.263,911.323,,,,
K,913.693,913.753,,,,
K,929.164,929.214,,,,
K,1006.892,1006.992,,,,
G,1083.034,1083.124,,,,
G,1096.014,1096.074,,,,
K,1108.97,1109.13,,,,
K,1110.82,1110.91,,,,
K,1111.69,1111.78,,,,
G,1132.17,1132.39,,,,
G,1137.312,1137.372,,,,
K,1142.232,1142.342,,,,
G,1150.692,1150.782,,,,
K,1191.184,1191.304,,,,
K,1192.934,1193.064,,,,
K,1201.328,1201.428,,,,
G,1206.528,1206.558,,,,
K,1207.248,1207.368,,,,
K,1229.26,1229.42,,,,
K,1231.01,1231.13,,,,
K,1244.416,1244.536,,,,
K,1248.286,1248.386,,,,
K,1267.095,1267.215,,,,
K,1270.076,1270.276,,,,
G,1329.33,1329.56,,,,
K,1352.042,1352.222,,,,
K,1356.703,1356.813,,,,
K,1393.712,1393.812,,,,
K,1401.648,1401.768,,,,
K,1431.605,1431.685,,,,
K,1472.608,1472.738,,,,
K,1552.28,1552.45,,,,
K,1602.012,1602.142,,,,
K,1610.66,1610.73,,,,
G,1629.346,1629.436,,,,
G,1631.083,1631.173,,,,
G,1635.564,1635.644,,,,
G,1645.922,1646.022,,,,
K,1655.258,1655.378,,,,
G,1693.969,1694.059,,,,
G,1698.919,1698.999,,,,
G,1707.196,1707.276,,,,
K,1733.124,1733.314,,,,
K,1745.724,1745.854,,,,
,,,64,0,28,0
