phone,minTime,maxTime
k,23.155,23.335
k,30.772,31.022
k,53.508,53.618
k,79.064,79.104
k,83.813,83.883
k,109.71,109.77
k,110.38,110.44
k,112.23,112.31
k,141.042,141.142
k,216.084,216.154
k,218.854,218.954
k,226.595,226.655
k,227.865,227.925
k,236.959,237.039
k,237.729,237.799
k,242.717,242.787
k,245.986,246.036
k,249.57,249.62
k,255.161,255.221
k,282.212,282.302
k,284.11,284.17
k,285.64,285.74
k,286.77,286.81
k,287.11,287.14
k,287.36,287.41
k,292.214,292.284
k,292.754,292.794
k,296.834,296.874
k,298.534,298.574
k,300.284,300.314
k,300.394,300.464
k,301.524,301.564
k,302.204,302.264
k,302.374,302.404
k,303.544,303.644
k,303.994,304.074
k,306.55,306.63
k,307.59,307.62
k,310.4,310.43
k,310.56,310.6
k,312.201,312.251
k,318.218,318.248
k,326.348,326.428
k,327.838,327.908
k,332.254,332.354
k,352.4,352.51
k,355.89,355.96
k,356.09,356.16
k,361.509,361.579
k,361.899,361.989
k,362.289,362.349
k,363.039,363.079
k,371.551,371.591
k,371.651,371.681
k,375.031,375.091
k,376.821,376.921
k,377.071,377.191
k,379.413,379.493
k,385.298,385.378
k,407.138,407.178
k,416.763,416.833
k,420.513,420.593
k,426.032,426.072
k,426.852,426.962
k,447.786,447.836
k,455.12,455.16
k,456.04,456.08
k,457.95,457.98
k,461.142,461.172
k,463.072,463.112
k,467.371,467.401
k,475.673,475.773
k,496.36,496.45
k,496.59,496.66
k,502.923,503.013
k,504.591,504.671
k,505.791,505.831
k,506.911,507.061
k,508.131,508.211
k,511.65,511.71
k,513.21,513.25
k,517.127,517.207
k,520.313,520.353
k,523.773,523.843
k,524.633,524.693
k,525.173,525.203
k,534.63,534.66
k,536.9,536.95
k,537.76,537.86
k,540.51,540.54
k,543.721,543.791
k,552.665,552.765
k,573.514,573.604
k,573.724,573.784
k,576.222,576.252
k,577.622,577.702
k,579.802,579.922
k,582.184,582.284
k,583.484,583.524
k,587.602,587.682
k,589.572,589.662
k,592.477,592.527
k,593.227,593.367
k,596.317,596.357
k,601.777,601.847
k,602.907,602.957
k,603.967,604.017
k,604.917,604.967
k,607.111,607.201
k,607.861,607.901
k,610.406,610.446
k,616.98,617.03
k,617.1,617.13
k,617.13,617.2
k,621.372,621.452
k,623.642,623.732
k,646.5,646.59
k,646.7,646.75
k,647.4,647.46
k,652.617,652.687
k,662.148,662.218
k,666.153,666.203
k,670.223,670.363
k,670.613,670.663
k,670.753,670.813
k,674.591,674.661
k,674.871,674.921
k,677.561,677.631
k,677.941,677.991
k,679.394,679.424
k,683.17,683.26
k,683.37,683.46
k,685.99,686.08
k,691.745,691.845
k,694.442,694.532
k,697.152,697.202
k,699.378,699.488
k,700.638,700.668
k,700.738,700.768
k,720.6,720.66
k,727.27,727.31
k,729.046,729.086
k,732.046,732.076
k,732.426,732.516
k,732.646,732.696
k,736.646,736.686
k,741.728,741.778
k,742.058,742.148
k,742.678,742.738
k,747.291,747.361
k,749.021,749.101
k,752.512,752.582
k,752.962,753.042
k,753.142,753.182
k,764.222,764.272
k,766.756,766.796
k,766.986,767.096
k,772.893,772.963
k,790.167,790.227
k,799.214,799.274
k,799.654,799.744
k,802.414,802.484
k,804.779,804.839
k,807.079,807.129
k,848.052,848.122
k,886.365,886.405
k,889.918,890.008
k,890.128,890.188
k,929.161,929.231
k,935.086,935.126
k,935.896,935.926
k,949.809,949.859
k,949.999,950.109
k,980.736,980.826
k,982.816,982.856
