speaker,language,clip,phone,vot_ms
VM19B,C,0,g,35.0
VM19B,C,1,g,28.999999999999996
VM19B,C,10,k,53.00000000000001
VM19B,C,100,g,45.0
VM19B,C,101,g,17.0
VM19B,C,11,k,49.000000000000014
VM19B,C,12,k,59.0
VM19B,C,13,g,22.999999999999993
VM19B,C,14,k,29.999999999999993
VM19B,C,15,k,5.000000000000004
VM19B,C,16,k,66.0
VM19B,C,17,k,62.000000000000014
VM19B,C,18,g,92.00000000000001
VM19B,C,19,g,14.000000000000005
VM19B,C,2,k,65.99999999999999
VM19B,C,20,g,23.999999999999993
VM19B,C,21,k,67.99999999999999
VM19B,C,22,gw,26.999999999999996
VM19B,C,23,g,18.000000000000004
VM19B,C,24,g,151.00000000000003
VM19B,C,25,g,5.000000000000004
VM19B,C,26,g,5.000000000000004
VM19B,C,27,g,5.000000000000004
VM19B,C,28,gw,30.0
VM19B,C,29,g,133.0
VM19B,C,3,k,54.99999999999999
VM19B,C,30,g,38.99999999999999
VM19B,C,31,g,22.000000000000007
VM19B,C,32,g,5.000000000000004
VM19B,C,33,g,5.000000000000004
VM19B,C,34,g,4.999999999999997
VM19B,C,35,k,48.0
VM19B,C,36,g,16.0
VM19B,C,37,g,27.00000000000001
VM19B,C,38,g,23.999999999999993
VM19B,C,39,g,26.999999999999996
VM19B,C,4,g,26.00000000000001
VM19B,C,40,g,5.000000000000004
VM19B,C,41,g,35.0
VM19B,C,42,g,37.00000000000001
VM19B,C,43,g,33.999999999999986
VM19B,C,44,g,38.00000000000001
VM19B,C,45,g,46.0
VM19B,C,46,g,27.999999999999996
VM19B,C,47,g,28.999999999999996
VM19B,C,48,g,21.999999999999993
VM19B,C,49,g,27.999999999999996
VM19B,C,5,g,25.999999999999996
VM19B,C,50,g,53.99999999999999
VM19B,C,51,g,5.000000000000004
VM19B,C,52,g,25.999999999999996
VM19B,C,53,g,31.0
VM19B,C,54,k,35.99999999999999
VM19B,C,55,g,80.99999999999999
VM19B,C,56,g,35.0
VM19B,C,57,g,62.00000000000001
VM19B,C,58,k,65.00000000000001
VM19B,C,59,g,38.99999999999999
VM19B,C,6,gw,66.0
VM19B,C,60,g,18.999999999999996
VM19B,C,61,k,88.00000000000001
VM19B,C,62,k,49.0
VM19B,C,63,g,5.000000000000004
VM19B,C,64,g,31.0
VM19B,C,65,g,38.00000000000001
VM19B,C,66,g,14.000000000000005
VM19B,C,67,k,22.999999999999993
VM19B,C,68,g,4.999999999999997
VM19B,C,69,g,10.000000000000009
VM19B,C,7,g,26.999999999999996
VM19B,C,70,g,89.0
VM19B,C,71,g,30.000000000000014
VM19B,C,72,g,18.000000000000004
VM19B,C,73,g,30.00000000000003
VM19B,C,74,g,34.0
VM19B,C,75,g,23.000000000000007
VM19B,C,76,g,31.0
VM19B,C,77,g,55.00000000000001
VM19B,C,78,g,141.0
VM19B,C,79,k,39.00000000000001
VM19B,C,8,k,53.00000000000001
VM19B,C,80,k,59.000000000000014
VM19B,C,81,g,31.0
VM19B,C,82,k,55.00000000000001
VM19B,C,83,g,40.00000000000001
VM19B,C,84,g,16.0
VM19B,C,85,k,38.00000000000001
VM19B,C,86,g,55.00000000000001
VM19B,C,87,g,27.000000000000004
VM19B,C,88,g,32.0
VM19B,C,89,g,5.000000000000004
VM19B,C,9,k,48.000000000000014
VM19B,C,90,g,40.99999999999999
VM19B,C,91,k,50.0
VM19B,C,92,g,27.999999999999996
VM19B,C,93,g,79.99999999999999
VM19B,C,94,g,33.0
VM19B,C,95,g,25.000000000000007
VM19B,C,96,k,55.00000000000001
VM19B,C,97,g,25.000000000000007
VM19B,C,98,k,105.00000000000001
VM19B,C,99,k,112.0
VM19B,E,0,G,22.000000000000007
VM19B,E,1,K,93.00000000000001
VM19B,E,10,K,55.00000000000001
VM19B,E,11,K,51.0
VM19B,E,12,G,44.0
VM19B,E,13,G,25.0
VM19B,E,14,K,90.99999999999999
VM19B,E,15,K,4.99999999999999
VM19B,E,16,K,30.0
VM19B,E,17,K,51.99999999999999
VM19B,E,18,G,20.000000000000004
VM19B,E,19,G,30.0
VM19B,E,2,G,27.999999999999996
VM19B,E,20,G,7.000000000000006
VM19B,E,21,K,30.0
VM19B,E,22,G,25.0
VM19B,E,23,G,16.0
VM19B,E,24,K,5.000000000000004
VM19B,E,25,G,71.0
VM19B,E,26,G,30.0
VM19B,E,27,G,21.000000000000004
VM19B,E,28,K,55.0
VM19B,E,29,K,38.99999999999999
VM19B,E,3,K,14.000000000000005
VM19B,E,30,G,17.0
VM19B,E,31,G,72.00000000000001
VM19B,E,32,K,5.000000000000004
VM19B,E,33,K,74.0
VM19B,E,34,K,38.00000000000001
VM19B,E,35,K,54.99999999999999
VM19B,E,36,K,59.0
VM19B,E,37,K,25.0
VM19B,E,38,G,65.0
VM19B,E,39,K,64.0
VM19B,E,4,G,24.999999999999993
VM19B,E,40,K,49.000000000000014
VM19B,E,41,K,32.0
