speaker,language,clip,phone,vot_ms
VF27A,C,0,g,28.999999999999996
VF27A,C,1,k,93.0
VF27A,C,10,g,22.999999999999993
VF27A,C,100,g,30.000000000000014
VF27A,C,101,g,21.000000000000004
VF27A,C,102,g,38.99999999999999
VF27A,C,103,g,21.000000000000004
VF27A,C,104,g,53.00000000000001
VF27A,C,105,g,23.000000000000007
VF27A,C,106,k,39.99999999999999
VF27A,C,107,g,5.000000000000004
VF27A,C,108,k,5.000000000000004
VF27A,C,109,k,81.0
VF27A,C,11,g,53.99999999999999
VF27A,C,110,g,5.000000000000004
VF27A,C,111,k,95.00000000000001
VF27A,C,112,g,94.0
VF27A,C,113,g,5.000000000000004
VF27A,C,114,g,23.999999999999993
VF27A,C,115,gw,10.000000000000002
VF27A,C,116,g,27.999999999999996
VF27A,C,117,g,5.999999999999998
VF27A,C,118,g,31.0
VF27A,C,119,k,48.999999999999986
VF27A,C,12,g,25.999999999999996
VF27A,C,120,g,4.99999999999999
VF27A,C,121,g,31.0
VF27A,C,122,g,43.0
VF27A,C,123,g,26.999999999999996
VF27A,C,124,g,29.000000000000004
VF27A,C,125,g,28.999999999999996
VF27A,C,126,g,30.0
VF27A,C,127,gw,25.999999999999996
VF27A,C,128,gw,40.99999999999999
VF27A,C,129,g,24.000000000000007
VF27A,C,13,k,43.0
VF27A,C,130,g,15.0
VF27A,C,131,gw,18.000000000000004
VF27A,C,132,g,18.000000000000004
VF27A,C,133,gw,30.0
VF27A,C,134,g,5.000000000000004
VF27A,C,135,g,19.99999999999999
VF27A,C,136,k,4.99999999999999
VF27A,C,14,g,4.99999999999999
VF27A,C,15,g,20.000000000000004
VF27A,C,16,g,21.999999999999993
VF27A,C,17,g,27.999999999999996
VF27A,C,18,k,42.0
VF27A,C,19,k,63.0
VF27A,C,2,k,82.00000000000001
VF27A,C,20,k,76.0
VF27A,C,21,k,39.99999999999999
VF27A,C,22,g,6.000000000000005
VF27A,C,23,g,31.999999999999993
VF27A,C,24,g,15.000000000000004
VF27A,C,25,g,4.999999999999977
VF27A,C,26,k,5.000000000000004
VF27A,C,27,g,18.99999999999999
VF27A,C,28,g,5.000000000000004
VF27A,C,29,k,102.00000000000001
VF27A,C,3,g,57.00000000000001
VF27A,C,30,g,24.000000000000007
VF27A,C,31,k,57.99999999999999
VF27A,C,32,g,4.99999999999999
VF27A,C,33,k,74.0
VF27A,C,34,g,61.999999999999986
VF27A,C,35,g,24.999999999999993
VF27A,C,36,g,17.99999999999999
VF27A,C,37,k,45.0
VF27A,C,38,g,23.000000000000007
VF27A,C,39,g,28.999999999999996
VF27A,C,4,k,118.0
VF27A,C,40,g,20.000000000000004
VF27A,C,41,k,59.0
VF27A,C,42,k,5.000000000000004
VF27A,C,43,k,5.000000000000004
VF27A,C,44,g,5.000000000000004
VF27A,C,45,k,132.0
VF27A,C,46,g,47.0
VF27A,C,47,g,32.0
VF27A,C,48,g,5.000000000000004
VF27A,C,49,g,33.0
VF27A,C,5,k,74.00000000000001
VF27A,C,50,g,116.0
VF27A,C,51,k,92.00000000000001
VF27A,C,52,g,27.999999999999996
VF27A,C,53,gw,5.000000000000004
VF27A,C,54,g,6.999999999999999
VF27A,C,55,g,22.000000000000007
VF27A,C,56,g,65.0
VF27A,C,57,g,5.000000000000004
VF27A,C,58,k,128.0
VF27A,C,59,g,12.999999999999998
VF27A,C,6,k,90.0
VF27A,C,60,g,54.00000000000001
VF27A,C,61,k,54.00000000000001
VF27A,C,62,k,13.999999999999984
VF27A,C,63,k,74.00000000000001
VF27A,C,64,k,114.0
VF27A,C,65,k,62.000000000000014
VF27A,C,66,g,4.999999999999977
VF27A,C,67,k,86.0
VF27A,C,68,g,4.999999999999997
VF27A,C,69,g,22.999999999999993
VF27A,C,7,k,34.0
VF27A,C,70,g,21.999999999999993
VF27A,C,71,g,22.000000000000007
VF27A,C,72,g,51.99999999999999
VF27A,C,73,g,24.999999999999993
VF27A,C,74,g,21.000000000000004
VF27A,C,75,g,5.000000000000004
VF27A,C,76,g,5.000000000000004
VF27A,C,77,k,62.0
VF27A,C,78,g,28.00000000000001
VF27A,C,79,g,4.99999999999999
VF27A,C,8,k,98.00000000000001
VF27A,C,80,g,18.000000000000004
VF27A,C,81,g,23.999999999999993
VF27A,C,82,g,57.99999999999999
VF27A,C,83,g,30.0
VF27A,C,84,g,41.00000000000001
VF27A,C,85,g,17.999999999999996
VF27A,C,86,g,36.99999999999999
VF27A,C,87,g,17.0
VF27A,C,88,g,47.0
VF27A,C,89,g,5.000000000000004
VF27A,C,9,g,50.0
VF27A,C,90,g,24.999999999999993
VF27A,C,91,g,74.0
VF27A,C,92,g,41.99999999999999
VF27A,C,93,g,36.99999999999999
VF27A,C,94,k,97.99999999999999
VF27A,C,95,g,34.99999999999999
VF27A,C,96,k,66.00000000000001
VF27A,C,97,g,16.000000000000007
VF27A,C,98,g,41.99999999999999
VF27A,C,99,g,25.999999999999996
VF27A,E,0,G,37.00000000000001
VF27A,E,1,G,12.999999999999984
VF27A,E,10,G,131.0
VF27A,E,11,G,19.000000000000004
VF27A,E,12,G,38.00000000000001
VF27A,E,13,G,5.000000000000004
VF27A,E,14,K,33.0
VF27A,E,15,G,5.000000000000004
VF27A,E,16,G,15.000000000000007
VF27A,E,17,G,4.99999999999999
VF27A,E,18,K,4.999999999999977
VF27A,E,19,K,65.99999999999999
VF27A,E,2,K,5.000000000000004
VF27A,E,20,K,45.00000000000001
VF27A,E,21,K,66.0
VF27A,E,22,K,45.000000000000014
VF27A,E,23,G,39.99999999999999
VF27A,E,24,K,62.000000000000014
VF27A,E,25,K,44.000000000000014
VF27A,E,26,K,33.0
VF27A,E,27,K,55.00000000000001
VF27A,E,28,K,30.0
VF27A,E,29,K,69.99999999999999
VF27A,E,3,G,26.00000000000001
VF27A,E,30,K,84.00000000000001
VF27A,E,31,G,15.0
VF27A,E,32,K,64.99999999999999
VF27A,E,33,K,102.99999999999999
VF27A,E,34,K,5.000000000000004
VF27A,E,35,K,5.000000000000004
VF27A,E,36,K,39.00000000000001
VF27A,E,37,G,13.999999999999991
VF27A,E,38,K,62.999999999999986
VF27A,E,39,K,44.99999999999999
VF27A,E,4,K,63.999999999999986
VF27A,E,40,K,5.000000000000004
VF27A,E,41,K,36.99999999999999
VF27A,E,42,K,5.000000000000004
VF27A,E,43,K,4.99999999999999
VF27A,E,44,K,4.999999999999997
VF27A,E,45,K,27.999999999999996
VF27A,E,46,K,36.00000000000001
VF27A,E,47,K,40.99999999999999
VF27A,E,48,K,49.99999999999999
VF27A,E,49,K,80.99999999999999
VF27A,E,5,K,13.00000000000001
VF27A,E,50,K,32.0
VF27A,E,51,K,34.99999999999999
VF27A,E,52,G,19.000000000000004
VF27A,E,53,K,90.0
VF27A,E,54,G,4.99999999999999
VF27A,E,55,G,28.999999999999996
VF27A,E,56,K,102.0
VF27A,E,57,G,5.000000000000004
VF27A,E,58,G,60.0
VF27A,E,59,G,119.0
VF27A,E,6,G,27.999999999999996
VF27A,E,60,K,25.999999999999996
VF27A,E,61,K,5.000000000000004
VF27A,E,62,G,5.000000000000004
VF27A,E,63,K,5.000000000000004
VF27A,E,64,K,29.00000000000001
VF27A,E,65,G,51.99999999999999
VF27A,E,66,K,100.99999999999999
VF27A,E,67,G,28.999999999999996
VF27A,E,68,K,38.00000000000001
VF27A,E,69,K,39.00000000000001
VF27A,E,7,K,63.0
VF27A,E,70,K,68.0
VF27A,E,71,G,64.0
VF27A,E,72,G,99.0
VF27A,E,73,K,60.0
VF27A,E,74,G,5.000000000000004
VF27A,E,75,K,5.000000000000004
VF27A,E,76,K,33.0
VF27A,E,77,K,4.999999999999999
VF27A,E,78,K,27.999999999999996
VF27A,E,79,G,20.99999999999999
VF27A,E,8,K,53.0
VF27A,E,80,K,6.000000000000005
VF27A,E,81,K,12.999999999999998
VF27A,E,82,K,52.00000000000001
VF27A,E,83,K,118.0
VF27A,E,84,G,18.000000000000004
VF27A,E,85,K,37.00000000000001
VF27A,E,86,K,24.000000000000007
VF27A,E,87,K,37.00000000000001
VF27A,E,88,K,5.000000000000004
VF27A,E,89,G,47.0
VF27A,E,9,K,39.00000000000001
VF27A,E,90,K,4.999999999999997
VF27A,E,91,K,32.999999999999986
VF27A,E,92,K,62.999999999999986
VF27A,E,93,G,18.000000000000004
VF27A,E,94,G,20.000000000000004
