phone,minTime,maxTime,k total,kw total,g total,gw total
G,32.431,32.491,,,,
G,41.617,41.717,,,,
K,53.783,53.933,,,,
G,57.539,57.679,,,,
G,113.689,113.879,,,,
K,119.609,119.779,,,,
K,123.545,123.675,,,,
G,187.934,188.004,,,,
K,250.533,250.603,,,,
G,280.391,280.471,,,,
G,284.072,284.122,,,,
K,285.462,285.522,,,,
K,293.688,293.868,,,,
K,303.177,303.347,,,,
G,309.616,309.666,,,,
K,311.806,311.976,,,,
K,312.666,312.776,,,,
G,319.355,319.415,,,,
K,356.959,357.059,,,,
K,362.709,362.909,,,,
K,424.153,424.213,,,,
G,441.292,441.322,,,,
K,460.094,460.194,,,,
K,474.028,474.138,,,,
K,475.318,475.388,,,,
G,477.338,477.418,,,,
K,527.931,528.081,,,,
K,529.241,529.351,,,,
K,571.665,571.735,,,,
K,588.945,589.005,,,,
K,591.735,591.885,,,,
G,607.026,607.146,,,,
K,666.335,666.405,,,,
K,668.295,668.395,,,,
G,669.045,669.155,,,,
K,670.485,670.595,,,,
K,679.525,679.615,,,,
K,726.998,727.178,,,,
G,730.478,730.628,,,,
K,732.338,732.498,,,,
G,747.172,747.242,,,,
K,763.528,763.708,,,,
K,776.821,776.961,,,,
G,811.504,811.574,,,,
K,818.224,818.364,,,,
K,877.446,877.556,,,,
K,942.788,942.848,,,,
K,965.396,965.516,,,,
K,969.378,969.498,,,,
K,971.668,971.828,,,,
K,1048.57,1048.65,,,,
K,1049.39,1049.49,,,,
K,1075.999,1076.149,,,,
K,1082.083,1082.303,,,,
G,1118.285,1118.375,,,,
G,1124.735,1124.855,,,,
G,1140.203,1140.293,,,,
K,1159.715,1159.825,,,,
K,1174.653,1174.823,,,,
G,1202.86,1202.96,,,,
K,1205.98,1206.09,,,,
G,1212.143,1212.433,,,,
G,1228.459,1228.589,,,,
G,1231.452,1231.532,,,,
G,1280.525,1280.615,,,,
K,1336.781,1336.881,,,,
K,1460.995,1461.075,,,,
G,1621.961,1622.061,,,,
G,1649.145,1649.475,,,,
G,1684.052,1684.182,,,,
K,1713.095,1713.185,,,,
K,1720.091,1720.191,,,,
K,1722.413,1722.523,,,,
K,1724.453,1724.543,,,,
K,1742.72,1742.82,,,,
K,1746.23,1746.32,,,,
,,,49,0,27,0
