phone,minTime,maxTime
k,25.124,25.214
k,35.745,35.805
k,61.242,61.282
k,117.514,117.584
k,118.154,118.204
k,122.764,122.814
k,124.314,124.364
k,125.384,125.444
k,129.477,129.557
k,130.297,130.377
k,135.623,135.673
k,143.469,143.549
k,148.479,148.529
k,151.459,151.519
k,156.879,156.919
k,157.079,157.129
k,172.354,172.384
k,172.504,172.534
k,187.047,187.117
k,193.395,193.485
k,198.841,198.891
k,202.135,202.175
k,241.17,241.2
k,241.2,241.29
k,243.5,243.54
k,246.092,246.132
k,258.874,258.974
k,260.694,260.744
k,269.485,269.545
k,280.835,280.895
k,284.885,284.915
k,285.585,285.645
k,287.043,287.093
k,289.723,289.773
k,292.084,292.214
k,292.284,292.314
k,296.161,296.281
k,299.4,299.48
k,301.74,301.78
k,301.78,301.84
k,305.686,305.736
k,307.276,307.396
k,317.5,317.58
k,319.75,319.78
k,320.27,320.35
k,328.776,329.026
k,339.595,339.645
k,341.601,341.701
k,346.269,346.309
k,350.725,350.825
k,351.845,351.945
k,352.295,352.355
k,353.465,353.505
k,353.575,353.605
k,354.975,355.015
k,367.505,367.655
k,368.495,368.575
k,371.667,371.727
k,377.887,377.927
k,377.927,377.957
k,380.227,380.267
k,381.577,381.617
k,383.949,384.009
k,394.871,394.921
k,398.491,398.561
k,408.366,408.426
k,425.753,425.793
k,430.431,430.461
k,431.051,431.111
k,457.595,457.625
k,465.351,465.441
k,466.241,466.271
k,482.584,482.614
k,484.064,484.114
k,486.027,486.097
k,488.917,488.977
k,490.437,490.497
k,492.041,492.081
k,492.211,492.241
k,492.551,492.591
k,492.591,492.641
k,496.202,496.262
k,498.379,498.439
k,533.781,533.831
k,537.015,537.045
k,537.125,537.165
k,541.195,541.225
k,541.225,541.265
k,541.775,541.845
k,543.965,543.995
k,547.266,547.346
k,560.446,560.486
k,561.276,561.316
k,561.526,561.566
k,579.655,579.765
k,581.505,581.575
k,582.087,582.117
k,583.717,583.757
k,583.867,583.947
k,588.201,588.241
k,588.241,588.301
k,589.041,589.071
k,590.041,590.071
k,590.151,590.181
k,591.914,591.954
k,594.788,594.858
k,595.188,595.218
k,602.229,602.269
k,603.579,603.619
k,604.349,604.379
k,621.146,621.186
k,642.746,642.836
k,644.476,644.506
k,647.386,647.446
k,649.071,649.131
k,654.156,654.296
k,656.386,656.426
k,661.25,661.32
k,675.051,675.091
k,675.201,675.261
k,676.331,676.361
k,678.792,678.822
k,682.312,682.342
k,685.546,685.586
k,685.766,685.826
k,689.316,689.346
k,689.406,689.436
k,689.566,689.626
k,693.998,694.038
k,718.487,718.537
k,719.177,719.297
k,725.133,725.173
k,725.243,725.313
k,728.808,728.868
k,741.659,741.749
k,755.569,755.649
k,772.97,773.03
k,774.706,774.766
k,774.926,774.976
k,796.36,796.47
k,799.334,799.384
k,799.564,799.614
k,801.694,801.764
k,809.155,809.225
k,811.005,811.045
k,811.435,811.495
k,817.609,817.639
k,817.739,817.779
k,821.246,821.336
k,841.78,841.83
k,849.565,849.595
k,849.685,849.715
k,853.67,853.71
