phone,minTime,maxTime
k,73.14,73.21
k,74.25,74.3
k,83.545,83.605
k,88.833,88.913
k,100.942,101.002
k,109.837,109.877
k,120.007,120.067
k,121.977,122.017
k,163.75,163.81
k,172.868,172.928
k,261.54,261.6
k,320.396,320.486
k,350.543,350.613
k,353.556,353.586
k,368.122,368.202
k,451.002,451.092
k,465.467,465.547
k,476.766,476.816
k,496.703,496.753
k,502.161,502.251
k,630.261,630.321
k,637.802,637.902
k,644.388,644.488
k,645.258,645.298
k,661.308,661.398
k,699.291,699.361
k,726.138,726.208
k,803.543,803.823
k,809.832,809.942
k,894.195,894.285
k,947.419,947.449
k,948.099,948.169
k,1046.278,1046.358
k,1061.459,1061.549
k,1146.533,1146.583
k,1274.798,1274.868
k,1306.763,1306.833
k,1401.463,1401.573
k,1428.561,1428.641
