filename, type, duration(msec)
VF19D/VF19D_E/VF19D_E_clip(54).wav,POS_VOT,5
VF19D/VF19D_E/VF19D_E_clip(46).wav,POS_VOT,5
VF19D/VF19D_E/VF19D_E_clip(58).wav,POS_VOT,31
VF19D/VF19D_E/VF19D_E_clip(66).wav,POS_VOT,26
VF19D/VF19D_E/VF19D_E_clip(42).wav,POS_VOT,30
VF19D/VF19D_E/VF19D_E_clip(21).wav,POS_VOT,81
VF19D/VF19D_E/VF19D_E_clip(130).wav,POS_VOT,16
VF19D/VF19D_E/VF19D_E_clip(68).wav,POS_VOT,57
VF19D/VF19D_E/VF19D_E_clip(97).wav,POS_VOT,35
VF19D/VF19D_E/VF19D_E_clip(33).wav,POS_VOT,64
VF19D/VF19D_E/VF19D_E_clip(101).wav,POS_VOT,23
VF19D/VF19D_E/VF19D_E_clip(14).wav,POS_VOT,57
VF19D/VF19D_E/VF19D_E_clip(74).wav,POS_VOT,30
VF19D/VF19D_E/VF19D_E_clip(61).wav,POS_VOT,79
VF19D/VF19D_E/VF19D_E_clip(11).wav,POS_VOT,25
VF19D/VF19D_E/VF19D_E_clip(98).wav,POS_VOT,62
VF19D/VF19D_E/VF19D_E_clip(83).wav,POS_VOT,32
VF19D/VF19D_E/VF19D_E_clip(78).wav,POS_VOT,75
VF19D/VF19D_E/VF19D_E_clip(123).wav,POS_VOT,47
VF19D/VF19D_E/VF19D_E_clip(17).wav,POS_VOT,61
VF19D/VF19D_E/VF19D_E_clip(122).wav,NEG_VOT,138
VF19D/VF19D_E/VF19D_E_clip(95).wav,POS_VOT,121
VF19D/VF19D_E/VF19D_E_clip(0).wav,POS_VOT,18
VF19D/VF19D_E/VF19D_E_clip(44).wav,POS_VOT,82
VF19D/VF19D_E/VF19D_E_clip(52).wav,POS_VOT,25
VF19D/VF19D_E/VF19D_E_clip(41).wav,POS_VOT,52
VF19D/VF19D_E/VF19D_E_clip(7).wav,POS_VOT,32
VF19D/VF19D_E/VF19D_E_clip(76).wav,POS_VOT,20
VF19D/VF19D_E/VF19D_E_clip(92).wav,POS_VOT,5
VF19D/VF19D_E/VF19D_E_clip(60).wav,POS_VOT,23
VF19D/VF19D_E/VF19D_E_clip(117).wav,POS_VOT,29
VF19D/VF19D_E/VF19D_E_clip(96).wav,NEG_VOT,49
VM22A/VM22A_E/VM22A_E_clip(66).wav,POS_VOT,23
VM22A/VM22A_E/VM22A_E_clip(60).wav,POS_VOT,35
VM22A/VM22A_E/VM22A_E_clip(4).wav,POS_VOT,5
VM22A/VM22A_E/VM22A_E_clip(62).wav,POS_VOT,29
VM22A/VM22A_E/VM22A_E_clip(12).wav,POS_VOT,17
VM22A/VM22A_E/VM22A_E_clip(93).wav,POS_VOT,31
VM22A/VM22A_E/VM22A_E_clip(52).wav,POS_VOT,5
VM22A/VM22A_E/VM22A_E_clip(57).wav,POS_VOT,36
VM22A/VM22A_E/VM22A_E_clip(124).wav,NEG_VOT,55
VM22A/VM22A_E/VM22A_E_clip(81).wav,POS_VOT,54
VM22A/VM22A_E/VM22A_E_clip(112).wav,POS_VOT,61
VM22A/VM22A_E/VM22A_E_clip(130).wav,POS_VOT,34
VM22A/VM22A_E/VM22A_E_clip(69).wav,POS_VOT,74
VM22A/VM22A_E/VM22A_E_clip(2).wav,POS_VOT,27
VM22A/VM22A_E/VM22A_E_clip(86).wav,POS_VOT,52
VM22A/VM22A_E/VM22A_E_clip(89).wav,POS_VOT,37
VM22A/VM22A_E/VM22A_E_clip(114).wav,POS_VOT,50
VM22A/VM22A_E/VM22A_E_clip(46).wav,POS_VOT,5
VM22A/VM22A_E/VM22A_E_clip(126).wav,POS_VOT,20
VM22A/VM22A_E/VM22A_E_clip(77).wav,POS_VOT,5
VM22A/VM22A_E/VM22A_E_clip(90).wav,POS_VOT,76
VM22A/VM22A_E/VM22A_E_clip(6).wav,POS_VOT,29
VM22A/VM22A_E/VM22A_E_clip(10).wav,POS_VOT,50
VM22A/VM22A_E/VM22A_E_clip(80).wav,POS_VOT,44
VM22A/VM22A_E/VM22A_E_clip(48).wav,POS_VOT,59
VM22A/VM22A_E/VM22A_E_clip(30).wav,POS_VOT,41
VM22A/VM22A_E/VM22A_E_clip(20).wav,POS_VOT,60
VM22A/VM22A_E/VM22A_E_clip(16).wav,POS_VOT,47
VM22A/VM22A_E/VM22A_E_clip(108).wav,POS_VOT,43
VM22A/VM22A_E/VM22A_E_clip(49).wav,POS_VOT,37
VM22A/VM22A_E/VM22A_E_clip(58).wav,POS_VOT,26
VM22A/VM22A_E/VM22A_E_clip(123).wav,POS_VOT,41
VM22A/VM22A_E/VM22A_E_clip(76).wav,POS_VOT,33
VM22A/VM22A_E/VM22A_E_clip(83).wav,POS_VOT,37
VM22A/VM22A_E/VM22A_E_clip(129).wav,POS_VOT,5
VM22A/VM22A_E/VM22A_E_clip(105).wav,POS_VOT,82
VM22A/VM22A_E/VM22A_E_clip(9).wav,POS_VOT,49
VM22A/VM22A_E/VM22A_E_clip(131).wav,NEG_VOT,151
VM22A/VM22A_E/VM22A_E_clip(91).wav,POS_VOT,27
VM22A/VM22A_E/VM22A_E_clip(120).wav,POS_VOT,5
VM22A/VM22A_E/VM22A_E_clip(79).wav,POS_VOT,67
VM22A/VM22A_E/VM22A_E_clip(103).wav,POS_VOT,51
VM22A/VM22A_E/VM22A_E_clip(14).wav,POS_VOT,42
VM22A/VM22A_E/VM22A_E_clip(24).wav,POS_VOT,5
VM22A/VM22A_E/VM22A_E_clip(40).wav,POS_VOT,55
VM22A/VM22A_E/VM22A_E_clip(15).wav,POS_VOT,35
VM22A/VM22A_E/VM22A_E_clip(1).wav,POS_VOT,9
VM22A/VM22A_E/VM22A_E_clip(18).wav,POS_VOT,11
VM22A/VM22A_E/VM22A_E_clip(99).wav,POS_VOT,77
VM22A/VM22A_E/VM22A_E_clip(82).wav,POS_VOT,5
VM22A/VM22A_E/VM22A_E_clip(36).wav,POS_VOT,5
VM22A/VM22A_E/VM22A_E_clip(71).wav,POS_VOT,27
VM22A/VM22A_E/VM22A_E_clip(64).wav,POS_VOT,45
VM22A/VM22A_E/VM22A_E_clip(115).wav,POS_VOT,58
VM22A/VM22A_E/VM22A_E_clip(26).wav,POS_VOT,33
VM22A/VM22A_E/VM22A_E_clip(67).wav,POS_VOT,5
VM22A/VM22A_E/VM22A_E_clip(110).wav,POS_VOT,168
VM22A/VM22A_E/VM22A_E_clip(73).wav,POS_VOT,55
VM22A/VM22A_E/VM22A_E_clip(39).wav,POS_VOT,5
VM22A/VM22A_E/VM22A_E_clip(8).wav,POS_VOT,5
VM22A/VM22A_E/VM22A_E_clip(23).wav,POS_VOT,41
VM22A/VM22A_E/VM22A_E_clip(11).wav,POS_VOT,23
VM22A/VM22A_E/VM22A_E_clip(47).wav,POS_VOT,33
VM22A/VM22A_E/VM22A_E_clip(33).wav,POS_VOT,5
VM22A/VM22A_E/VM22A_E_clip(100).wav,POS_VOT,52
VM22A/VM22A_E/VM22A_E_clip(116).wav,POS_VOT,76
VM22A/VM22A_E/VM22A_E_clip(104).wav,POS_VOT,48
VM22A/VM22A_E/VM22A_E_clip(0).wav,POS_VOT,30
VM22A/VM22A_E/VM22A_E_clip(37).wav,POS_VOT,57
VM22A/VM22A_E/VM22A_E_clip(128).wav,POS_VOT,50
VM22A/VM22A_E/VM22A_E_clip(29).wav,POS_VOT,43
VM22A/VM22A_E/VM22A_E_clip(65).wav,POS_VOT,36
VM22A/VM22A_E/VM22A_E_clip(55).wav,POS_VOT,27
VM22A/VM22A_E/VM22A_E_clip(118).wav,POS_VOT,54
VM22A/VM22A_E/VM22A_E_clip(31).wav,POS_VOT,33
VM22A/VM22A_E/VM22A_E_clip(34).wav,POS_VOT,5
VM22A/VM22A_E/VM22A_E_clip(98).wav,POS_VOT,55
VM22A/VM22A_E/VM22A_E_clip(61).wav,POS_VOT,48
VM22A/VM22A_E/VM22A_E_clip(94).wav,POS_VOT,11
VM22A/VM22A_E/VM22A_E_clip(38).wav,POS_VOT,57
VM22A/VM22A_E/VM22A_E_clip(85).wav,POS_VOT,30
VM22A/VM22A_E/VM22A_E_clip(35).wav,POS_VOT,43
VM22A/VM22A_E/VM22A_E_clip(3).wav,POS_VOT,17
VM22A/VM22A_E/VM22A_E_clip(70).wav,POS_VOT,5
VM22A/VM22A_E/VM22A_E_clip(43).wav,POS_VOT,50
VM22A/VM22A_E/VM22A_E_clip(119).wav,POS_VOT,82
VM22A/VM22A_E/VM22A_E_clip(92).wav,POS_VOT,5
VM22A/VM22A_E/VM22A_E_clip(84).wav,POS_VOT,5
VM22A/VM22A_E/VM22A_E_clip(109).wav,POS_VOT,26
VM22A/VM22A_E/VM22A_E_clip(102).wav,POS_VOT,30
VM22A/VM22A_E/VM22A_E_clip(95).wav,POS_VOT,47
VM22A/VM22A_E/VM22A_E_clip(45).wav,POS_VOT,5
VM22A/VM22A_E/VM22A_E_clip(78).wav,POS_VOT,45
VM22A/VM22A_E/VM22A_E_clip(21).wav,POS_VOT,57
VM22A/VM22A_E/VM22A_E_clip(50).wav,POS_VOT,18
VM22A/VM22A_E/VM22A_E_clip(97).wav,POS_VOT,5
VM22A/VM22A_E/VM22A_E_clip(51).wav,POS_VOT,35
VM22A/VM22A_E/VM22A_E_clip(101).wav,POS_VOT,45
VM22A/VM22A_E/VM22A_E_clip(25).wav,POS_VOT,41
VM22A/VM22A_E/VM22A_E_clip(22).wav,POS_VOT,56
VM22A/VM22A_E/VM22A_E_clip(19).wav,POS_VOT,5
VM22A/VM22A_E/VM22A_E_clip(125).wav,POS_VOT,51
VM22A/VM22A_E/VM22A_E_clip(72).wav,POS_VOT,49
VM22A/VM22A_E/VM22A_E_clip(59).wav,POS_VOT,24
VM22A/VM22A_E/VM22A_E_clip(88).wav,POS_VOT,39
VM22A/VM22A_E/VM22A_E_clip(113).wav,POS_VOT,67
VM22A/VM22A_E/VM22A_E_clip(17).wav,POS_VOT,5
VM22A/VM22A_E/VM22A_E_clip(111).wav,POS_VOT,80
VM22A/VM22A_E/VM22A_E_clip(7).wav,POS_VOT,28
VM22A/VM22A_E/VM22A_E_clip(13).wav,POS_VOT,43
VM22A/VM22A_E/VM22A_E_clip(96).wav,POS_VOT,16
VM22A/VM22A_E/VM22A_E_clip(32).wav,POS_VOT,5
VM22A/VM22A_E/VM22A_E_clip(42).wav,POS_VOT,16
VM22A/VM22A_E/VM22A_E_clip(44).wav,POS_VOT,28
VM22A/VM22A_E/VM22A_E_clip(127).wav,POS_VOT,62
VM22A/VM22A_E/VM22A_E_clip(75).wav,POS_VOT,40
VM22A/VM22A_E/VM22A_E_clip(117).wav,POS_VOT,5
VM22A/VM22A_E/VM22A_E_clip(87).wav,POS_VOT,67
VM22A/VM22A_E/VM22A_E_clip(41).wav,POS_VOT,55
VM22A/VM22A_E/VM22A_E_clip(107).wav,POS_VOT,47
VM22A/VM22A_E/VM22A_E_clip(74).wav,POS_VOT,57
VM22A/VM22A_E/VM22A_E_clip(122).wav,POS_VOT,34
VM22A/VM22A_E/VM22A_E_clip(63).wav,POS_VOT,46
VM22A/VM22A_E/VM22A_E_clip(28).wav,POS_VOT,47
VM22A/VM22A_E/VM22A_E_clip(121).wav,POS_VOT,130
VM22A/VM22A_E/VM22A_E_clip(56).wav,POS_VOT,41
VM22A/VM22A_E/VM22A_E_clip(132).wav,POS_VOT,18
VM22A/VM22A_E/VM22A_E_clip(5).wav,POS_VOT,28
VM22A/VM22A_E/VM22A_E_clip(68).wav,POS_VOT,31
